Animal,Age,Temperature,Symptom 1,Symptom 2,Symptom 3,Disease
buffalo,12,101.6,sweats,fatigue,chest discomfort,anthrax
cow,1,103.6,crackling sound,difficulty walking,depression,blackleg
cow,3,102.0,loss of appetite,depression,painless lumps,lumpy virus
goat,5,102.3,shortness of breath,sweats,chest discomfort,anthrax
buffalo,7,103.9,painless lumps,depression,loss of appetite,lumpy virus
sheep,10,100.3,blisters on mouth,loss of appetite,difficulty walking,foot and mouth
sheep,1,103.1,lameness,loss of appetite,blisters on mouth,foot and mouth
cow,7,101.9,loss of appetite,shortness of breath,depression,pneumonia
cow,2,101.2,difficulty walking,loss of appetite,blisters on tongue,foot and mouth
buffalo,3,101.1,cough,nasal discharge,depression,pneumonia
goat,4,104.8,chest discomfort,shortness of breath,loss of appetite,pneumonia
cow,1,102.0,swelling in limb,loss of appetite,crackling sound,blackleg
buffalo,14,100.4,chest discomfort,shortness of breath,depression,pneumonia
goat,7,103.7,depression,loss of appetite,painless lumps,lumpy virus
sheep,3,102.0,difficulty walking,loss of appetite,blisters on gums,foot and mouth
sheep,8,104.9,swelling in abdomen,chills,shortness of breath,anthrax
sheep,8,103.8,crackling sound,shortness of breath,loss of appetite,pneumonia
cow,11,101.0,crackling sound,depression,swelling in limb,blackleg
cow,11,104.9,loss of appetite,sores on hooves,difficulty walking,foot and mouth
goat,5,101.7,swelling in limb,depression,lameness,blackleg
sheep,5,101.1,sores on mouth,loss of appetite,lameness,foot and mouth
goat,4,102.0,nasal discharge,loss of appetite,cough,pneumonia
cow,8,104.2,shortness of breath,cough,nasal discharge,pneumonia
buffalo,5,102.5,chest discomfort,fatigue,sweats,anthrax
cow,11,102.8,lameness,sores on gums,loss of appetite,foot and mouth
cow,1,102.2,chest discomfort,shortness of breath,loss of appetite,pneumonia
goat,9,100.5,chest discomfort,shortness of breath,cough,pneumonia
goat,8,104.8,depression,painless lumps,loss of appetite,lumpy virus
goat,10,101.1,lameness,swelling in muscle,loss of appetite,blackleg
cow,9,100.2,loss of appetite,depression,swelling in muscle,blackleg
buffalo,14,100.9,depression,lameness,crackling sound,blackleg
sheep,9,103.9,sores on gums,loss of appetite,difficulty walking,foot and mouth
goat,7,103.7,sweats,swelling in abdomen,chest discomfort,anthrax
sheep,7,101.0,swelling in muscle,difficulty walking,loss of appetite,blackleg
cow,8,100.9,depression,lameness,swelling in muscle,blackleg
buffalo,14,101.2,depression,lameness,swelling in muscle,blackleg
cow,8,103.3,swelling in muscle,depression,lameness,blackleg
buffalo,6,104.3,swelling in muscle,crackling sound,loss of appetite,blackleg
goat,6,103.3,crackling sound,depression,swelling in muscle,blackleg
buffalo,11,100.7,depression,loss of appetite,crackling sound,blackleg
sheep,10,103.3,depression,painless lumps,loss of appetite,lumpy virus
goat,3,102.5,swelling in limb,difficulty walking,loss of appetite,blackleg
goat,9,101.6,loss of appetite,difficulty walking,sores on mouth,foot and mouth
buffalo,8,103.2,nasal discharge,loss of appetite,shortness of breath,pneumonia
sheep,3,100.7,loss of appetite,blisters on hooves,difficulty walking,foot and mouth
sheep,1,100.1,crackling sound,shortness of breath,cough,pneumonia
sheep,10,104.6,loss of appetite,swelling in limb,crackling sound,blackleg
cow,1,104.6,nasal discharge,shortness of breath,depression,pneumonia
cow,9,101.2,shortness of breath,nasal discharge,crackling sound,pneumonia
buffalo,2,101.7,sweats,swelling in abdomen,fatigue,anthrax
buffalo,2,104.5,painless lumps,depression,loss of appetite,lumpy virus
sheep,8,104.7,loss of appetite,depression,painless lumps,lumpy virus
sheep,6,103.7,shortness of breath,sweats,fatigue,anthrax
goat,3,102.0,depression,painless lumps,loss of appetite,lumpy virus
goat,2,104.2,painless lumps,depression,loss of appetite,lumpy virus
buffalo,8,101.1,shortness of breath,cough,crackling sound,pneumonia
sheep,3,104.9,loss of appetite,nasal discharge,depression,pneumonia
goat,6,101.5,chest discomfort,swelling in abdomen,shortness of breath,anthrax
sheep,9,101.7,chest discomfort,chills,shortness of breath,anthrax
buffalo,7,100.6,loss of appetite,difficulty walking,sores on tongue,foot and mouth
cow,11,100.4,lameness,blisters on mouth,loss of appetite,foot and mouth
goat,10,101.3,difficulty walking,loss of appetite,crackling sound,blackleg
cow,2,103.1,crackling sound,depression,nasal discharge,pneumonia
goat,4,101.5,depression,swelling in muscle,loss of appetite,blackleg
goat,3,102.2,lameness,loss of appetite,crackling sound,blackleg
cow,1,101.0,loss of appetite,blisters on gums,difficulty walking,foot and mouth
cow,14,103.6,swelling in extremities,chest discomfort,sweats,anthrax
goat,4,101.2,crackling sound,lameness,loss of appetite,blackleg
goat,10,101.0,depression,loss of appetite,painless lumps,lumpy virus
buffalo,11,101.7,loss of appetite,sores on tongue,difficulty walking,foot and mouth
goat,10,103.0,chest discomfort,crackling sound,depression,pneumonia
goat,5,104.1,depression,loss of appetite,crackling sound,blackleg
goat,3,101.8,swelling in muscle,difficulty walking,depression,blackleg
goat,3,103.4,loss of appetite,lameness,sores on tongue,foot and mouth
buffalo,5,101.0,depression,loss of appetite,painless lumps,lumpy virus
goat,8,100.1,sores on gums,loss of appetite,difficulty walking,foot and mouth
buffalo,14,102.9,sores on gums,lameness,loss of appetite,foot and mouth
cow,12,101.4,crackling sound,difficulty walking,swelling in limb,blackleg
goat,3,100.2,shortness of breath,sweats,chills,anthrax
goat,6,104.1,swelling in extremities,sweats,chest discomfort,anthrax
goat,4,104.3,chills,sweats,chest discomfort,anthrax
sheep,6,103.3,depression,loss of appetite,painless lumps,lumpy virus
goat,4,102.8,swelling in abdomen,sweats,chills,anthrax
buffalo,1,104.0,crackling sound,lameness,loss of appetite,blackleg
sheep,7,100.3,loss of appetite,sores on mouth,lameness,foot and mouth
sheep,10,104.6,depression,chest discomfort,loss of appetite,pneumonia
sheep,4,100.6,chest discomfort,crackling sound,depression,pneumonia
goat,3,102.3,painless lumps,loss of appetite,depression,lumpy virus
buffalo,7,100.0,loss of appetite,chest discomfort,depression,pneumonia
buffalo,13,104.6,lameness,loss of appetite,sores on mouth,foot and mouth
cow,11,104.2,loss of appetite,crackling sound,shortness of breath,pneumonia
cow,1,101.4,sweats,swelling in neck,chest discomfort,anthrax
goat,8,104.0,painless lumps,loss of appetite,depression,lumpy virus
buffalo,11,102.8,lameness,sores on hooves,loss of appetite,foot and mouth
buffalo,6,101.3,loss of appetite,painless lumps,depression,lumpy virus
goat,4,101.0,blisters on tongue,loss of appetite,lameness,foot and mouth
goat,2,104.7,depression,loss of appetite,swelling in muscle,blackleg
cow,2,101.4,lameness,crackling sound,loss of appetite,blackleg
cow,12,101.7,depression,loss of appetite,chest discomfort,pneumonia
buffalo,13,102.2,painless lumps,loss of appetite,depression,lumpy virus
buffalo,13,102.1,loss of appetite,depression,lameness,blackleg
goat,6,100.3,loss of appetite,difficulty walking,blisters on gums,foot and mouth
buffalo,6,101.9,loss of appetite,depression,painless lumps,lumpy virus
cow,10,100.7,crackling sound,depression,swelling in muscle,blackleg
sheep,5,100.1,chills,fatigue,chest discomfort,anthrax
sheep,2,104.7,depression,lameness,crackling sound,blackleg
sheep,3,102.0,fatigue,sweats,chest discomfort,anthrax
buffalo,11,104.8,swelling in limb,depression,difficulty walking,blackleg
cow,12,104.8,chills,swelling in extremities,fatigue,anthrax
cow,5,104.2,shortness of breath,nasal discharge,crackling sound,pneumonia
sheep,10,101.1,loss of appetite,painless lumps,depression,lumpy virus
buffalo,13,100.0,sores on hooves,loss of appetite,difficulty walking,foot and mouth
cow,8,101.2,difficulty walking,blisters on gums,loss of appetite,foot and mouth
cow,10,102.3,painless lumps,loss of appetite,depression,lumpy virus
sheep,4,100.6,chest discomfort,swelling in neck,sweats,anthrax
sheep,5,104.7,swelling in abdomen,fatigue,shortness of breath,anthrax
cow,6,101.7,cough,shortness of breath,crackling sound,pneumonia
sheep,4,102.8,depression,swelling in muscle,loss of appetite,blackleg
sheep,7,101.9,loss of appetite,difficulty walking,swelling in muscle,blackleg
cow,9,101.3,sores on tongue,difficulty walking,loss of appetite,foot and mouth
sheep,1,101.3,lameness,loss of appetite,blisters on gums,foot and mouth
goat,8,101.6,swelling in muscle,loss of appetite,lameness,blackleg
sheep,10,101.6,blisters on mouth,lameness,loss of appetite,foot and mouth
cow,7,101.3,painless lumps,loss of appetite,depression,lumpy virus
buffalo,4,100.4,swelling in neck,chest discomfort,shortness of breath,anthrax
sheep,9,102.3,loss of appetite,depression,crackling sound,blackleg
cow,13,103.7,swelling in muscle,crackling sound,loss of appetite,blackleg
cow,12,100.1,nasal discharge,chest discomfort,depression,pneumonia
sheep,5,103.2,chest discomfort,swelling in neck,fatigue,anthrax
sheep,9,101.4,lameness,depression,swelling in muscle,blackleg
sheep,5,103.9,painless lumps,depression,loss of appetite,lumpy virus
buffalo,7,100.5,loss of appetite,difficulty walking,crackling sound,blackleg
cow,11,101.5,fatigue,swelling in abdomen,sweats,anthrax
goat,9,103.9,loss of appetite,swelling in limb,difficulty walking,blackleg
sheep,6,100.4,shortness of breath,fatigue,chest discomfort,anthrax
sheep,3,100.8,loss of appetite,depression,lameness,blackleg
buffalo,12,104.3,chest discomfort,shortness of breath,fatigue,anthrax
buffalo,12,100.7,crackling sound,shortness of breath,depression,pneumonia
buffalo,14,102.5,loss of appetite,lameness,blisters on hooves,foot and mouth
sheep,5,102.4,chest discomfort,sweats,fatigue,anthrax
sheep,6,103.8,loss of appetite,lameness,sores on mouth,foot and mouth
sheep,2,102.3,fatigue,chills,chest discomfort,anthrax
cow,15,100.4,loss of appetite,depression,painless lumps,lumpy virus
sheep,8,103.9,depression,loss of appetite,painless lumps,lumpy virus
sheep,9,102.5,loss of appetite,lameness,swelling in muscle,blackleg
buffalo,8,104.4,crackling sound,loss of appetite,depression,blackleg
goat,2,100.1,crackling sound,nasal discharge,chest discomfort,pneumonia
buffalo,7,100.6,shortness of breath,chest discomfort,chills,anthrax
sheep,7,102.0,lameness,loss of appetite,sores on hooves,foot and mouth
cow,13,103.5,swelling in abdomen,shortness of breath,chest discomfort,anthrax
goat,2,104.7,swelling in limb,depression,difficulty walking,blackleg
goat,7,100.6,loss of appetite,sores on hooves,lameness,foot and mouth
cow,4,101.4,loss of appetite,blisters on mouth,difficulty walking,foot and mouth
goat,7,104.9,chest discomfort,shortness of breath,sweats,anthrax
goat,7,101.1,loss of appetite,blisters on gums,lameness,foot and mouth
buffalo,12,102.3,difficulty walking,blisters on mouth,loss of appetite,foot and mouth
buffalo,7,100.4,sores on mouth,loss of appetite,difficulty walking,foot and mouth
cow,8,102.3,painless lumps,loss of appetite,depression,lumpy virus
sheep,10,101.3,crackling sound,loss of appetite,swelling in muscle,blackleg
goat,2,103.3,swelling in abdomen,sweats,chills,anthrax
goat,3,102.5,sores on mouth,loss of appetite,lameness,foot and mouth
sheep,9,100.5,loss of appetite,blisters on mouth,difficulty walking,foot and mouth
sheep,6,103.5,loss of appetite,lameness,blisters on gums,foot and mouth
goat,7,104.8,shortness of breath,depression,nasal discharge,pneumonia
goat,5,103.8,loss of appetite,swelling in muscle,depression,blackleg
buffalo,8,100.4,chest discomfort,shortness of breath,sweats,anthrax
sheep,3,100.9,swelling in neck,fatigue,chills,anthrax
buffalo,5,103.1,painless lumps,depression,loss of appetite,lumpy virus
sheep,2,104.7,shortness of breath,chest discomfort,nasal discharge,pneumonia
cow,13,100.2,sores on gums,loss of appetite,difficulty walking,foot and mouth
goat,7,100.3,crackling sound,lameness,swelling in limb,blackleg
cow,12,102.0,painless lumps,depression,loss of appetite,lumpy virus
goat,4,103.7,depression,lameness,loss of appetite,blackleg
sheep,9,101.8,sores on hooves,loss of appetite,lameness,foot and mouth
buffalo,15,100.8,depression,shortness of breath,chest discomfort,pneumonia
sheep,4,100.8,chills,chest discomfort,fatigue,anthrax
sheep,3,101.4,shortness of breath,chest discomfort,sweats,anthrax
cow,14,102.1,swelling in neck,chills,chest discomfort,anthrax
buffalo,14,103.8,shortness of breath,chills,fatigue,anthrax
sheep,5,100.4,depression,chest discomfort,loss of appetite,pneumonia
sheep,10,102.4,lameness,loss of appetite,sores on mouth,foot and mouth
sheep,5,102.5,fatigue,chills,swelling in neck,anthrax
sheep,9,101.7,loss of appetite,difficulty walking,depression,blackleg
buffalo,2,103.6,depression,shortness of breath,cough,pneumonia
goat,7,100.6,fatigue,shortness of breath,chest discomfort,anthrax
cow,13,100.8,loss of appetite,lameness,crackling sound,blackleg
goat,9,100.6,loss of appetite,sores on gums,difficulty walking,foot and mouth
buffalo,6,102.5,crackling sound,lameness,swelling in limb,blackleg
buffalo,1,103.9,blisters on hooves,loss of appetite,lameness,foot and mouth
cow,2,102.0,fatigue,chills,chest discomfort,anthrax
cow,1,104.6,chest discomfort,chills,fatigue,anthrax
buffalo,1,100.1,painless lumps,loss of appetite,depression,lumpy virus
buffalo,1,103.3,depression,difficulty walking,crackling sound,blackleg
goat,7,100.1,loss of appetite,depression,painless lumps,lumpy virus
buffalo,14,100.3,difficulty walking,loss of appetite,blisters on hooves,foot and mouth
goat,5,101.5,loss of appetite,chest discomfort,depression,pneumonia
buffalo,14,101.7,chills,swelling in neck,fatigue,anthrax
buffalo,12,101.4,fatigue,swelling in neck,shortness of breath,anthrax
sheep,8,102.2,sweats,chills,chest discomfort,anthrax
buffalo,8,102.4,difficulty walking,blisters on tongue,loss of appetite,foot and mouth
buffalo,9,101.8,loss of appetite,depression,difficulty walking,blackleg
goat,10,103.6,swelling in abdomen,fatigue,chills,anthrax
buffalo,1,101.5,shortness of breath,sweats,swelling in neck,anthrax
sheep,9,102.2,swelling in extremities,sweats,shortness of breath,anthrax
cow,3,100.6,loss of appetite,depression,painless lumps,lumpy virus
goat,2,104.6,fatigue,chest discomfort,shortness of breath,anthrax
sheep,7,101.4,difficulty walking,depression,loss of appetite,blackleg
sheep,5,100.5,lameness,loss of appetite,blisters on tongue,foot and mouth
buffalo,14,101.6,depression,loss of appetite,painless lumps,lumpy virus
buffalo,9,103.8,shortness of breath,sweats,fatigue,anthrax
buffalo,9,103.2,loss of appetite,blisters on mouth,difficulty walking,foot and mouth
sheep,2,102.1,lameness,loss of appetite,depression,blackleg
buffalo,13,102.8,difficulty walking,loss of appetite,crackling sound,blackleg
goat,4,100.1,loss of appetite,cough,nasal discharge,pneumonia
buffalo,11,100.2,chills,swelling in neck,sweats,anthrax
buffalo,1,103.3,fatigue,sweats,swelling in neck,anthrax
sheep,10,102.5,loss of appetite,blisters on tongue,difficulty walking,foot and mouth
cow,9,100.4,shortness of breath,depression,cough,pneumonia
sheep,4,102.7,loss of appetite,painless lumps,depression,lumpy virus
cow,14,102.4,blisters on gums,difficulty walking,loss of appetite,foot and mouth
sheep,10,104.2,nasal discharge,chest discomfort,crackling sound,pneumonia
cow,9,101.7,loss of appetite,depression,painless lumps,lumpy virus
goat,6,101.0,shortness of breath,cough,depression,pneumonia
buffalo,2,100.7,loss of appetite,difficulty walking,sores on tongue,foot and mouth
cow,5,103.8,depression,difficulty walking,crackling sound,blackleg
cow,12,103.0,lameness,swelling in limb,loss of appetite,blackleg
buffalo,3,103.4,loss of appetite,lameness,blisters on tongue,foot and mouth
buffalo,13,104.6,loss of appetite,chest discomfort,nasal discharge,pneumonia
sheep,5,104.3,depression,loss of appetite,crackling sound,pneumonia
goat,6,101.7,difficulty walking,swelling in muscle,depression,blackleg
goat,8,104.3,difficulty walking,loss of appetite,blisters on hooves,foot and mouth
buffalo,5,101.9,sores on tongue,loss of appetite,lameness,foot and mouth
buffalo,6,101.2,swelling in muscle,depression,loss of appetite,blackleg
sheep,8,102.0,loss of appetite,lameness,blisters on hooves,foot and mouth
